Registration Group,Support Item ID,Support Item,Variant Description,Variant ID,Support Item Description,Unit of Measure,Quote,Price,Price Control,Support Categories,Support Category Number
Personal Mobility Equipment,1190,"Wheelchair, powered",wheelchair- powered with powered seat elevation,05_122306138_0105_1_2,wheelchair- powered with powered seat elevation,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1190,"Wheelchair, powered",wheelchair- powered with powered standing mechanism,05_122306139_0105_1_2,wheelchair- powered with powered standing mechanism,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1190,"Wheelchair, powered",wheelchair- powered four wheel drive wheelchair,05_122306140_0105_1_2,wheelchair- powered four wheel drive wheelchair,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1200,"Wheelchair, specialised powered",wheelchair- powered - bariatric over 200kg,05_122306141_0105_1_2,Powered wheelchair for person with increased weight in obese range.,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1200,"Wheelchair, specialised powered",wheelchair- powered attendant controlled,05_122312142_0105_1_2,powered chair with attendant control instead of or as well as participant control,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1200,"Wheelchair, specialised powered",wheelchair- powered stair climbing,05_122315143_0105_1_2,wheelchair- powered stair climbing,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1200,"Wheelchair, specialised powered",wheelchair alternate controls,05_122403144_0105_1_2,controls other than joy stick,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1210,Pram or stroller,"pram or stroller accessories - extra supports, oversized pram",05_122707145_0105_1_2,"pram or stroller accessories - extra supports, oversized pram",Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1210,Pram or stroller,pram or stroller- oversized,05_122707146_0105_1_2,pram or stroller- oversized,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1210,Pram or stroller,pram or stroller- specialised with adjustable seating,05_122707147_0105_1_2,pram or stroller- specialised with adjustable seating,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1210,Pram or stroller,alternate base for stroller,05_122707148_0105_1_2,Hi lo or other base for specialised stroller seating,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1220,Crawler,crawlers and mobility boards,05_122715149_0105_1_2,floor level cart or wheel device for floor mobility,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1230,Stretchers and transfer kits,wheeled stretcher- self propelled,05_122718150_0105_1_2,wheeled stretcher- self propelled,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1230,Stretchers and transfer kits,transfer equipment- slide sheet,05_123103151_0105_1_2,transfer equipment- slide sheet,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1230,Stretchers and transfer kits,board transfer wood,05_123103152_0105_1_2,board transfer wood,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1230,Stretchers and transfer kits,car transfer pad,05_123103153_0105_1_2,car transfer pad,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1230,Stretchers and transfer kits,transfer turn table,05_123106154_0105_1_2,transfer turn table,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1230,Stretchers and transfer kits,grip ladder,05_123112158_0105_1_2,grip ladder,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1230,Stretchers and transfer kits,transfer belt,05_123115159_0105_1_2,transfer belt,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,hoist mobile - bariatric (> 150 kg),05_123603161_0105_1_2,hoist mobile - bariatric (> 150 kg),Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,"sling - band, standard",05_123603162_0105_1_2,"sling - band, standard",Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,sling - toileting (with/without head support),05_123603163_0105_1_2,sling - toileting (with/without head support),Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,sling - divided leg (with/without head support),05_123603164_0105_1_2,sling - divided leg (with/without head support),Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,sling - full body,05_123603165_0105_1_2,sling - full body,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,"sling - specialist, including bariatric",05_123603166_0105_1_2,"sling - specialist, including bariatric",Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,"hoist - mobile, standing position",05_123604167_0105_1_2,"hoist - mobile, standing position",Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,"hoist mobile, sitting position solid seat",05_123606168_0105_1_2,"hoist mobile, sitting position solid seat",Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1240,Personal hoists and slings,hoist- fixed to wall floor or ceiling,05_123612169_0105_1_2,hoist- fixed to wall floor or ceiling,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,modular seating systems,05_180939182_0105_1_2,custom fit seating for people with body shape or pressure care needs to accommodate,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,customised backrest,05_181003192_0105_1_2,back rest with components individually aligned for participant,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,custom made back rest,05_181003193_0105_1_2,"For example, moulded or shaped rest or seat.",Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,seat cushion- air cushion - other,05_181006187_0105_1_2,seat cushion- air cushion - other,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,air cushion high profile,05_181006188_0105_1_2,air cushion high profile,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,air cushion low profile,05_181006189_0105_1_2,air cushion low profile,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,"combination cushion - gel, foam, and air",05_181006190_0105_1_2,"combination cushion - gel, foam, and air",Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,wheelchair head rest- complex support needs,05_181012191_0105_1_2,head support for person with very high support needs due to high muscle tone or complete paralysis,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1250,Cushions and rests,wheelchair tray,05_181024194_0105_1_2,wheelchair tray,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,330,Postural relief seating,custom made postural seating system,05_181088195_0105_1_2,"For example, moulded or shaped rest or seat.",Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,330,Postural relief seating,customised postural seating system,05_181088196_0105_1_2,"For example, moulded or shaped back rest and seats with components individually aligned for participant.",Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1260,Mobility equipment repairs and supplies,"repairs - mobility domain, wheeled mobility minor repair",05_501200307_0105_1_2,smaller repairs on newer chairs recently past warranty,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1260,Mobility equipment repairs and supplies,"repairs - mobility domain, wheeled mobility major repair",05_501200308_0105_1_2,"Includes repairs for chairs usually over 4 years old, which may require work on actuators or other parts.",Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1260,Mobility equipment repairs and supplies,tyres,05_501224309_0105_1_2,tyres,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1260,Mobility equipment repairs and supplies,battery or charger,05_501224310_0105_1_2,battery or charger,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1270,Mobility equipment delivery and setup,"walking equipment delivery, set up/ training",05_701206326_0105_1_2,"Equipment delivery, removal from wrapping, fitting/adjusting for participant's disability specific needs and or training.",Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1270,Mobility equipment delivery and setup,"transfer equipment delivery, set up/ training",05_701236327_0105_1_2,"equipment delivery, removal from wrapping ready, fitting/adjusting for participant and or training.",Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1270,Mobility equipment delivery and setup,"mobility equipment delivery, set up/ training",05_705012333_0105_1_2,"equipment delivery, removal from wrapping ready, fitting/adjusting for participant and or training.",Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1270,Mobility equipment delivery and setup,walking equipment delivery to a participant,05_711206336_0105_1_2,equipment delivery and removal from wrapping ready for use,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1270,Mobility equipment delivery and setup,transfer equipment delivery to a participant,05_711236337_0105_1_2,equipment delivery and removal from wrapping ready for use,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1270,Mobility equipment delivery and setup,mobility equipment delivery,05_715012343_0105_1_2,equipment delivery and removal from wrapping ready for use,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1280,Mobility equipment rental,walking equipment rental,05_801206345_0105_1_2,walking equipment rental,Each,N,,N,Assistive technology,5
Personal Mobility Equipment,1280,Mobility equipment rental,transfer equipment rental,05_801236346_0105_1_2,Equipment rental -  per week,Each,Y,,N,Assistive technology,5
Personal Mobility Equipment,1280,Mobility equipment rental,mobility equipment rental,05_805012350_0105_1_2,"short term rental of personal mobility equipment, quote not required but marked this way to allow price adjustment.",Each,N,,N,Assistive technology,5
Plan Management,1290,Plan managemnt services,financial and service intermediary activities,14_031_0127_8_3,Undertaking regular liaison with providers and monitoring support provision.,Hour,N,"53,1",Y,Improved life choices,14
Plan Management,1290,Plan managemnt services,financial and service intermediary set up costs,14_032_0127_8_3,The setting up of the financial and service management arrangements to assist with the managing of funding of supports.,Each,N,"321,18",Y,Improved life choices,14
Plan Management,1290,Plan managemnt services,financial intermediary - set up costs,14_033_0127_8_3,A one-off setting up of the financial management arrangements for managing of funding of supports.,Each,N,"214,12",Y,Improved life choices,14
Plan Management,1290,Plan managemnt services,financial intermediary monthly processing,14_034_0127_8_3,A monthly fee for the ongoing maintenance of the financial management arrangements for managing of funding of supports.,Monthly,N,"96,25",Y,Improved life choices,14
Spec Support Employ,1300,Assistance in specialised supported employment,assistance in specialised supported employment Level 1 DMI,10_012_0133_5_3,Provision of Level One ongoing on- the- job support to enable a participant to maintain/retain supported employment. Pricing guidance is weekly.,Week,N,"84,92",Y,Finding and keeping a job,10
Spec Support Employ,1300,Assistance in specialised supported employment,assistance in specialised supported employment Level 2 DMI,10_013_0133_5_3,Provision of Level Two ongoing on- the- job support to enable a participant to maintain/retain supported employment. Pricing guidance is weekly.,Week,N,"143,54",Y,Finding and keeping a job,10
Spec Support Employ,1300,Assistance in specialised supported employment,assistance in specialised supported employment Level 3 DMI,10_014_0133_5_3,Provision of Level Three ongoing on- the- job support to enable a participant to maintain/retain supported employment. Pricing guidance is weekly.,Week,N,"215,54",Y,Finding and keeping a job,10
Spec Support Employ,1300,Assistance in specialised supported employment,assistance in specialised supported employment Level 4 DMI,10_015_0133_5_3,Provision of Level Four ongoing on- the- job support to enable a participant to maintain/retain supported employment. Pricing guidance is weekly.,Week,N,"285,92",Y,Finding and keeping a job,10
Spec Support Employ,1300,Assistance in specialised supported employment,supported employment start-up fee (ADE),10_018_0133_5_3,"Supported employment administrative start-up fee paid, paid once only when a Participant starts with an ADE",Each,N,622,Y,Finding and keeping a job,10
Spec Support Employ,1300,Assistance in specialised supported employment,support in employment (ADE),10_020_0133_5_3,"Assistance to gain and maintain employment in ADEs, through on-the-job support, training, employer advice and assistance in transitioning from ADE. Price guidance is weekly.",Each,N,"275,22",Y,Finding and keeping a job,10
Specialised Disability Accommodation,1310,Specialised Disability Accommodation,Specialist Disability Accommodation,06_431_0131_2_2,"SDA is an adjusted contribution to the cost of the physical building, including the land it is on. The quote will reflect unique dwelling price based on the SDA enrolment process.",Each,Y,,N,Home modifications,6
Specialised Disability Accommodation,1310,Specialised Disability Accommodation,SDA Vacancy,06_432_0131_2_2,"A temporary payment for providers, available in limited circumstances when a participant moves out of an SDA dwelling accommodates 4 or more residents.",Each,Y,,N,Home modifications,6
Specialised Disability Accommodation,1310,Specialised Disability Accommodation,SDA Support Coordination,06_433_0131_2_2,Specialised assistance for participant with high support needs or complex needs to find an SDA dwelling.,Hour,Y,,N,Home modifications,6
Specialised Driver Training,1320,Specialised Driver Training,specialised driver training,15_046_0129_1_3,Driving lessons required due to the impact of disability. This item should be in response to a driver trained specialist Occupational Therapist Assessment.,Each,Y,"96,9",Benchmark,Improved daily living skills,15
Specialised Hearing Services,910,Hearing aid,vibro tactile devices,05_220618229_0119_1_2,A device that picks up sound and transforms it into a vibrating signal that is felt by the user,Each,Y,,N,Assistive technology,5
Specialised Hearing Services,910,Hearing aid,cochlear implant speech processor and coil,05_220621217_0119_1_2,The external part of the Cochlear Implant which picks up speech and processes the sound,Each,N,,N,Assistive technology,5
Specialised Hearing Services,1330,hearing assistance,radio frequency transmission systems for hearing,05_221824246_0119_1_2,"Remote microphone sound transmission systems can be used to overcome difficulties with distance, background noise and reverberation",Each,Y,,N,Assistive technology,5
Specialised Hearing Services,1340,Referral to ACH Service obligation program,Referral to Australian Hearing Community Service obligation program,05_352_0119_1_2,For more info see http://hearingservices.gov.au/wps/portal/hso/site/eligibility/!ut/p/a1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOJ9PA2MDI1MDLz8jc2NDDzNg0LNzExdDQ28TPULsh0VAaWtp70!/,Each,N,,N,Assistive technology,5
Specialised Hearing Services,1350,haring aid repairs,cochlear and other implantable processor repairs,05_502206313_0119_1_2,payable only if manufacturers invoice for repairs is retained,Each,N,,N,Assistive technology,5
Support Coordination,1360,Specialist support coordination,specialist support coordination,07_004_0132_8_3,"Time limited support coordination, within specialist framework necessitated by high risks in participant's situation, to address barriers and reduce complexity in environment, assisting to connect with supports, build capacity and resilience.",Hour,N,"175,57",Y,Coordination of Supports,7
Therapeutic Supports,1370,Employment related therapeutic assessment and counselling,Employment related assessment and counselling,10_011_0128_5_3,Workplace assessment conducted by workplace rehabilitation provider to determine adjustments or modifications to workplace or work processes to ensure employment is maintained and matches the employees capabilities,Hour,N,"175,57",Y,Finding and keeping a job,10
Therapeutic Supports,1380,Dietary consultation and planning,dietician consultation and diet plan development,12_025_0128_3_3,Individual advice to a participant on managing diet for health and wellbeing due to the impact of their disability,Hour,N,"175,57",Y,Improved health and wellbeing,12
Therapeutic Supports,1380,Dietary consultation and planning,dietician group session,12_026_0128_3_3,Group based (3) specialist dietary advice on managing diet for wellbeing due to the impact of their disability,Hour,N,"58,53",Y,Improved health and wellbeing,12
Therapeutic Supports,1390,Personal and emotional counselling,counselling group,15_042_0128_1_3,"Facilitating self-knowledge, emotional acceptance and growth and the optimal development of personal resources through a group session. Assisting participants to gain their personal goals and gain greater insight into their lives. Group of 3",Hour,N,"48,98",Y,Improved daily living skills,15
Therapeutic Supports,1390,Personal and emotional counselling,individual counselling,15_043_0128_1_3,"Facilitating self-knowledge, emotional acceptance and growth and the optimal development of personal resources on a one to one basis. Assist participants to work towards their personal goals and gain greater insight into their lives.",Hour,N,"146,95",Y,Improved daily living skills,15
Therapeutic Supports,1400,Genral therapy sessions,Group therapy.,15_044_0128_1_3,Provision of interventions by more than one professional in a group session towards the participants agreed goals. Group of 3,Hour,N,"58,53",Y,Improved daily living skills,15
Therapeutic Supports,1400,Genral therapy sessions,therapy assistant,15_045_0128_1_3,"Program to empower participants & improve interactions between participants & their social networks. Assistance to engage effectively in the community through a group approach to help achieve goals, gain insight into their lives & make informed decisions.",Hour,N,"40,92",Y,Improved daily living skills,15
Therapeutic Supports,1400,Genral therapy sessions,"individual assessment, therapy and/or training (includes assistive technology)",15_048_0128_1_3,"Assessment, therapy, training, fitting and any approved travel to deliver support.",Hour,N,"175,57",Y,Improved daily living skills,15
Therapeutic Supports,1400,Genral therapy sessions,multidisciplinary team,15_049_0128_1_3,Multidisciplinary model of support delivered to participants over 6 years to improve community outcomes for participant.,Each,N,,N,Improved daily living skills,15
Vehicle modifications,1410,Vehicle safety adaptation,wheelchair-based restraint system,05_090703371_0109_1_2,wheelchair-based restraint system,Each,Y,,N,Assistive technology,5
Vehicle modifications,1420,Vehicle drive adaptation,adaptions to control speed of car,05_121204356_0109_1_2,adaptions to control speed of car,Each,Y,,N,Assistive technology,5
Vehicle modifications,1420,Vehicle drive adaptation,adapted brake/parking brake,05_121205357_0109_1_2,adapted brake/parking brake,Each,Y,,N,Assistive technology,5
Vehicle modifications,1420,Vehicle drive adaptation,adapted steering system for car,05_121207358_0109_1_2,adapted steering system for car,Each,Y,,N,Assistive technology,5
Vehicle modifications,1420,Vehicle drive adaptation,"adapted mirrors, door locks for car",05_121208359_0109_1_2,"adapted mirrors, door locks for car",Each,Y,,N,Assistive technology,5
Vehicle modifications,1410,Vehicle safety adaptation,seat belts/harnesses for vehicles,05_121209360_0109_1_2,seat belts/harnesses for vehicles,Each,N,,N,Assistive technology,5
Vehicle modifications,1410,Vehicle safety adaptation,specialised child car seats,05_121212355_0109_1_2,specialised child car seats,Each,Y,,N,Assistive technology,5
Vehicle modifications,1410,Vehicle safety adaptation,adapted seating in vehicles,05_121212361_0109_1_2,adapted seating in vehicles,Each,Y,,N,Assistive technology,5
Vehicle modifications,1430,Vehicle access adaptation,vehicle hoists person only,05_121215362_0109_1_2,vehicle hoists person only,Each,Y,,N,Assistive technology,5
Vehicle modifications,1430,Vehicle access adaptation,vehicle adaption for wheelchair passenger,05_121218363_0109_1_2,Hoist/ lift/ramp plus restraints for wheelchair and person including floor lowering if required,Each,Y,,N,Assistive technology,5
Vehicle modifications,1420,Vehicle drive adaptation,adapt vehicle self driver+ wheelchair,05_121218364_0109_1_2,"Remote access, basic self drive plus vehicle hoist/ lift/ramp plus restraints for wheelchair and person including floor lowering if required",Each,Y,,N,Assistive technology,5
Vehicle modifications,1420,Vehicle drive adaptation,adapt car self-drive electro mechanical,05_121218365_0109_1_2,"Costs related to installing self-drive equipment. Includes installation automated doors, wheelchair docking, adaptions to steering, brake, gears and installation of electro mechanical controls.",Each,Y,,N,Assistive technology,5
Vehicle modifications,1420,Vehicle drive adaptation,car modifications - self drive from driver seat,05_121218366_0109_1_2,Includes spinners and accelerator control.,Each,Y,,N,Assistive technology,5
Vehicle modifications,1430,Vehicle access adaptation,ramps to place wheelchair in vehicle without occupant,05_121221354_0109_1_2,ramps to place wheelchair in vehicle without occupant,Each,N,,N,Assistive technology,5
Vehicle modifications,1430,Vehicle access adaptation,car mounted hoist for wheelchair or scooter,05_121221367_0109_1_2,Electronic or mechanical hoist mounted to car to lift wheelchair or scooter for transport.,Each,Y,,N,Assistive technology,5
Vehicle modifications,1410,Vehicle safety adaptation,tie downs for vehicle,05_121224368_0109_1_2,system to hold a wheelchair safely and steady whilst in transit- not for restraining the occupant,Each,N,,N,Assistive technology,5
Vehicle modifications,1430,Vehicle access adaptation,adapt vehicle chassis and body,05_121227369_0109_1_2,adapt vehicle chassis and body,Each,Y,,N,Assistive technology,5
Vehicle modifications,1430,Vehicle access adaptation,trailers to carry wheelchairs,05_121230370_0109_1_2,trailers to carry wheelchairs,Each,Y,,N,Assistive technology,5
Vehicle modifications,1440,Vehicle adaptation repairs,repair vehicle modification,05_501212373_0109_1_2,"Repairs to specialist vehicle hoists, tie downs, driving adaptions",Each,N,,N,Assistive technology,5
Vehicle modifications,1450,Vehicle adaptation delivery,vehicle related equipment delivery to a participant,05_711212374_0109_1_2,vehicle related equipment delivery to a participant,Each,N,,N,Assistive technology,5
Vision Equipment,1460,Walking canes,tactile sticks or white canes,05_123903170_0113_1_2,tactile sticks or white canes,Each,N,,N,Assistive technology,5
Vision Equipment,1470,Maps and navigation,assistive products for electronic orientation,05_123906171_0113_1_2,Ultra sonic sensing devices to assist orientation,Each,N,,N,Assistive technology,5
Vision Equipment,1470,Maps and navigation,assistive products for acoustic navigation,05_123909172_0113_1_2,Devices that give auditory prompts to assist with navigation.,Each,Y,,N,Assistive technology,5
Vision Equipment,1470,Maps and navigation,tactile maps,05_123915173_0113_1_2,tactile maps,Each,N,,N,Assistive technology,5
Vision Equipment,1480,Guide dog,dog guide,05_123988286_0113_1_2,dog guide,Each,Y,,N,Assistive technology,5
Vision Equipment,1490,Vision enhancement,image-enlarging video systems- zoom text,05_220318209_0113_1_2,video system which magnifies text or pictures,Each,N,,N,Assistive technology,5
Vision Equipment,1490,Vision enhancement,image-enlarging video systems- desk top magnifier,05_220318243_0113_1_2,image-enlarging video systems- desk top magnifier,Each,Y,,N,Assistive technology,5
Vision Equipment,1490,Vision enhancement,other vision equipment not listed,05_220388244_0113_1_2,other vision equipment not listed,Each,Y,,N,Assistive technology,5
Vision Equipment,1500,Vision assistance,assistive products for drawing and writing,05_221200235_0113_1_2,assistive products for drawing and writing,Each,N,,N,Assistive technology,5
Vision Equipment,1500,Vision assistance,portable note-taking devices for braille,05_221221236_0113_1_2,portable note-taking devices for braille,Each,Y,,N,Assistive technology,5
Vision Equipment,1510,Word processing,word processing software for alternate access- vision,05_221224238_0113_1_2,e.g. jaws,Each,Y,,N,Assistive technology,5
Vision Equipment,1510,Word processing,word processing software for alternate access- text recognition stand alone,05_221224239_0113_1_2,"e.g. clear reader, read easy",Each,N,,N,Assistive technology,5
Vision Equipment,1510,Word processing,sound recording and playing devices,05_221803240_0113_1_2,"A desk top unit which magnifies paper based or detailed small objects. For example, Daisy Player",Each,Y,,N,Assistive technology,5
Vision Equipment,1500,Vision assistance,cctv/ electronic magnification unit,05_221818241_0113_1_2,desk top unit which magnifies paper based or detailed small objects,Each,Y,,N,Assistive technology,5
Vision Equipment,1500,Vision assistance,cctv electronic magnification unit- portable,05_221818242_0113_1_2,hand held unit which magnifies paper based or detailed small objects,Each,N,,N,Assistive technology,5
Vision Equipment,1500,Vision assistance,decoders for videotext and text television,05_221821245_0113_1_2,decoders for videotext and text television,Each,N,,N,Assistive technology,5
Vision Equipment,1520,Mobile phone enhancement,mobile phone with voice output and enlargement,05_222406258_0113_1_2,mobile phone with voice output and enlargement,Each,N,,N,Assistive technology,5
Vision Equipment,1530,Scanners and readers,audio labellers,05_223021210_0113_1_2,"scanners or similar which reads symbol, bar codes or text",Each,N,,N,Assistive technology,5
Vision Equipment,1540,Braille printers  and displays,tactile computer displays,05_223905273_0113_1_2,tactile computer displays,Each,Y,,N,Assistive technology,5
Vision Equipment,1540,Braille printers  and displays,braille printers,05_223906274_0113_1_2,braille printers,Each,Y,,N,Assistive technology,5
Vision Equipment,1540,Braille printers  and displays,braille printers,05_223906275_0113_1_2,braille printers,Each,Y,,N,Assistive technology,5
Vision Equipment,1540,Braille printers  and displays,braille printers,05_223906276_0113_1_2,braille printers,Each,Y,,N,Assistive technology,5
Vision Equipment,1480,Guide dog,dog guide ongoing costs,05_501239287_0113_1_2,dog guide ongoing costs,Each,Y,,N,Assistive technology,5
Vision Equipment,1550,Vision equipment repair,vision equipment repair,05_502218315_0113_1_2,vision equipment repair,Each,N,,N,Assistive technology,5
Vision Equipment,1560,Vision equipment delivery and setup,"vision equipment delivery, set up/ training",05_702218330_0113_1_2,"Equipment delivery, removal from wrapping, fitting/adjusting for participant and or training.",Each,N,,N,Assistive technology,5
Vision Equipment,1560,Vision equipment delivery and setup,vision equipment delivery to a participant,05_712218340_0113_1_2,equipment delivery and removal from wrapping ready for use,Each,N,,N,Assistive technology,5
Vision Equipment,1570,Vision equipment rental,vision equipment rental,05_802218348_0113_1_2,per week rate,Each,N,,N,Assistive technology,5
